985	30500
986	18320
987	19884
988	7567
989	12614
990	22009
991	9978
992	30134
993	11435
994	9860
995	29510
996	27647
997	28324
998	7502
999	6261
1000	22319

/;
